id,session_id,sample_id,scores,comment,timestamp,duration_ms
58,session_1756229497710_expressivity_none,v002_happy_match_scale_0.5,"{""emotion"":3,""quality"":5,""similarity"":5}",레퍼런스가 더 해피함,2025-08-26 17:47:00.801+00,923090
59,session_1756229497710_expressivity_none,v002_tonedown_match_scale_0.5,"{""emotion"":6,""quality"":6,""similarity"":6}",레퍼런스 오디오 재생이 안됨,2025-08-26 17:47:50.632+00,972921
60,session_1756250845761_expressivity_0.6,v001_toneup_match_scale_2.0,"{""emotion"":7,""quality"":4,""similarity"":6}",레퍼런스 음성 퀄리티 문제,2025-08-26 23:27:54.558+00,28797
61,session_1756250845761_expressivity_0.6,v002_happy_neutral_scale_1.0,"{""emotion"":4,""quality"":4,""similarity"":7}",,2025-08-26 23:28:24.671+00,58910
62,session_1756250845761_expressivity_0.6,v002_whisper_neutral_scale_1.0,"{""emotion"":7,""quality"":1,""similarity"":4}","레퍼런스 오디오 마지막에 음성 품질
타겟 샘플 로봇음성되어버림",2025-08-26 23:29:16.327+00,110566
63,session_1756250845761_expressivity_0.6,v002_excitement_opposite_scale_2.0,"{""emotion"":5,""quality"":4,""similarity"":6}","스크립트가 감정이랑 너무 상반되어서 좀 어렵네요.
타겟 샘플 끊어읽는 것이 좀 부자연스러움. 음질의 퀄리티는 문제없음",2025-08-26 23:30:11.401+00,165640
64,session_1756250845761_expressivity_0.6,v001_excited_match_scale_1.5,"{""emotion"":3,""quality"":3,""similarity"":6}",타겟샘플 앞부분 음성 끊김,2025-08-26 23:30:34.765+00,189004
65,session_1756250845761_expressivity_0.6,v001_terrified_opposite_scale_2.0,"{""emotion"":5,""quality"":6,""similarity"":6}",,2025-08-26 23:30:55.625+00,209864
66,session_1756250845761_expressivity_0.6,v001_surprise_neutral_scale_1.5,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-26 23:31:14.003+00,228242
67,session_1756250845761_expressivity_0.6,v001_fear_neutral_scale_2.0,"{""emotion"":5,""quality"":1,""similarity"":4}","레퍼런스 음성 맨 끝에 음성 갈라짐
타겟샘플 문제 많음",2025-08-26 23:31:59.856+00,274095
68,session_1756250845761_expressivity_0.6,v001_excited_opposite_scale_2.0,"{""emotion"":6,""quality"":5,""similarity"":6}",타겟음성 중간에 음성 튕김,2025-08-26 23:32:30.04+00,304279
69,session_1756250845761_expressivity_0.6,v002_toneup_match_scale_2.0,"{""emotion"":3,""quality"":6,""similarity"":5}",오히려 레퍼런스보다 낮은 톤,2025-08-26 23:32:54.576+00,328815
70,session_1756250845761_expressivity_0.6,v001_fear_match_scale_2.0,"{""emotion"":4,""quality"":4,""similarity"":5}","레퍼런스 오디오 첫부분 음성 깨짐
타겟샘플 앞부분에 대본 씹음(?)",2025-08-26 23:33:38.051+00,372291
71,session_1756250845761_expressivity_0.6,v002_whisper_opposite_scale_1.0,"{""emotion"":7,""quality"":5,""similarity"":5}",레퍼런스 음성 목소리 갈라짐,2025-08-26 23:34:09.41+00,403649
72,session_1756250845761_expressivity_0.6,v001_excited_opposite_scale_3.0,"{""emotion"":7,""quality"":7,""similarity"":6}",,2025-08-26 23:43:21.36+00,955599
73,session_1756250845761_expressivity_0.6,v001_tonedown_opposite_scale_1.5,"{""emotion"":6,""quality"":5,""similarity"":7}","레퍼런스 오디오가 자동감정인가요..? 좋기는 한데 음성이 아~주 작게 시작했다가 점점 커지네요. 
타겟샘플: 전반적으로 음질이 안좋음, 다른 문제없음",2025-08-26 23:44:44.491+00,1038730
74,session_1756250845761_expressivity_0.6,v001_whisper_neutral_scale_1.5,"{""emotion"":7,""quality"":4,""similarity"":6}",타겟샘플: 아주 약간의 기계음,2025-08-26 23:45:12.222+00,1066461
75,session_1756251716061_expressivity_none,v001_sad_opposite_scale_1.5,"{""emotion"":5,""quality"":4,""similarity"":3}",,2025-08-26 23:42:35.381+00,39320
76,session_1756251716061_expressivity_none,v002_sad_neutral_scale_2.0,"{""emotion"":5,""quality"":4,""similarity"":5}",,2025-08-26 23:43:03.965+00,67904
77,session_1756251716061_expressivity_none,v002_angry_neutral_scale_1.0,"{""emotion"":2,""quality"":6,""similarity"":4}",,2025-08-26 23:43:48.199+00,112138
78,session_1756251716061_expressivity_none,v002_excitement_neutral_scale_0.5,"{""emotion"":2,""quality"":6,""similarity"":5}",,2025-08-26 23:44:41.195+00,165134
79,session_1756251716061_expressivity_none,v001_excited_opposite_scale_0.5,"{""emotion"":6,""quality"":6,""similarity"":3}",,2025-08-26 23:45:07.665+00,191604
80,session_1756251716061_expressivity_none,v002_angry_match_scale_3.0,"{""emotion"":4,""quality"":5,""similarity"":5}",,2025-08-26 23:45:53.743+00,237682
81,session_1756251716061_expressivity_none,v001_excited_match_scale_2.5,"{""emotion"":6,""quality"":5,""similarity"":2}",,2025-08-26 23:46:23.08+00,267019
82,session_1756251716061_expressivity_none,v002_happy_match_scale_2.5,"{""emotion"":5,""quality"":5,""similarity"":5}",,2025-08-26 23:46:41.886+00,285825
83,session_1756251716061_expressivity_none,v002_whisper_opposite_scale_1.5,"{""emotion"":6,""quality"":4,""similarity"":5}",,2025-08-26 23:47:13.201+00,317140
84,session_1756251716061_expressivity_none,v001_angry_match_scale_0.5,"{""emotion"":4,""quality"":6,""similarity"":4}",,2025-08-26 23:47:50.694+00,354633
85,session_1756251716061_expressivity_none,v001_excitement_neutral_scale_2.5,"{""emotion"":3,""quality"":4,""similarity"":4}",,2025-08-26 23:48:20.753+00,384692
86,session_1756251716061_expressivity_none,v002_furious_opposite_scale_1.5,"{""emotion"":6,""quality"":4,""similarity"":5}",,2025-08-26 23:48:46.898+00,410837
87,session_1756251716061_expressivity_none,v001_whisper_match_scale_3.0,"{""emotion"":7,""quality"":5,""similarity"":5}",,2025-08-26 23:49:05.236+00,429175
88,session_1756251716061_expressivity_none,v001_excitement_opposite_scale_1.0,"{""emotion"":6,""quality"":5,""similarity"":4}",,2025-08-26 23:49:31.283+00,455222
89,session_1756251716061_expressivity_none,v002_whisper_match_scale_3.0,"{""emotion"":6,""quality"":2,""similarity"":2}",,2025-08-26 23:49:50.25+00,474189
90,session_1756251716061_expressivity_none,v002_toneup_neutral_scale_2.5,"{""emotion"":5,""quality"":5,""similarity"":5}",,2025-08-26 23:50:11.676+00,495615
91,session_1756251716061_expressivity_none,v002_tonedown_match_scale_2.5,"{""emotion"":6,""quality"":3,""similarity"":2}",,2025-08-26 23:50:29.522+00,513461
92,session_1756251716061_expressivity_none,v001_fear_match_scale_1.0,"{""emotion"":4,""quality"":6,""similarity"":5}",,2025-08-26 23:50:57.071+00,541010
93,session_1756266384281_expressivity_none,v002_excited_match_scale_3.0,"{""emotion"":7,""quality"":6,""similarity"":3}",,2025-08-27 03:46:59.769+00,35488
94,session_1756266468362_expressivity_none,v002_happy_neutral_scale_1.0,"{""emotion"":6,""quality"":7,""similarity"":7}",,2025-08-27 03:48:03.467+00,15105
95,session_1756266468362_expressivity_none,v001_tonedown_opposite_scale_1.0,"{""emotion"":6,""quality"":6,""similarity"":5}",,2025-08-27 03:48:22.671+00,34309
96,session_1756266468362_expressivity_none,v001_tonedown_match_scale_2.5,"{""emotion"":1,""quality"":1,""similarity"":1}",,2025-08-27 03:48:35.225+00,46863
97,session_1756266468362_expressivity_none,v002_toneup_match_scale_1.0,"{""emotion"":5,""quality"":4,""similarity"":7}",,2025-08-27 03:48:56.928+00,68566
98,session_1756266468362_expressivity_none,v001_whisper_match_scale_2.5,"{""emotion"":6,""quality"":3,""similarity"":5}",,2025-08-27 03:49:19.357+00,90995
99,session_1756266468362_expressivity_none,v002_toneup_neutral_scale_3.0,"{""emotion"":4,""quality"":7,""similarity"":7}",,2025-08-27 03:49:33.966+00,105604
100,session_1756266468362_expressivity_none,v001_terrified_opposite_scale_3.0,"{""emotion"":7,""quality"":6,""similarity"":2}",,2025-08-27 03:49:46.701+00,118339
101,session_1756266468362_expressivity_none,v002_fear_neutral_scale_1.5,"{""emotion"":4,""quality"":5,""similarity"":7}",,2025-08-27 03:49:58.985+00,130623
102,session_1756266468362_expressivity_none,v002_excited_match_scale_1.5,"{""emotion"":7,""quality"":7,""similarity"":7}",,2025-08-27 03:50:11.211+00,142849
103,session_1756266468362_expressivity_none,v002_surprise_match_scale_0.5,"{""emotion"":7,""quality"":5,""similarity"":7}",,2025-08-27 03:50:23.988+00,155626
104,session_1756266468362_expressivity_none,v002_excitement_opposite_scale_3.0,"{""emotion"":4,""quality"":4,""similarity"":7}",,2025-08-27 03:50:42.832+00,174470
105,session_1756266468362_expressivity_none,v001_sad_match_scale_2.5,"{""emotion"":7,""quality"":7,""similarity"":6}",,2025-08-27 03:50:54.785+00,186423
106,session_1756283618929_expressivity_none,v001_angry_match_scale_0.5,"{""emotion"":3,""quality"":6,""similarity"":6}",,2025-08-27 08:35:30.859+00,111930
107,session_1756283618929_expressivity_none,v002_angry_match_scale_1.5,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-27 08:35:59.375+00,140446
108,session_1756283618929_expressivity_none,v002_whisper_match_scale_2.5,"{""emotion"":5,""quality"":5,""similarity"":4}",,2025-08-27 08:36:28.011+00,169082
109,session_1756283618929_expressivity_none,v002_angry_opposite_scale_2.0,"{""emotion"":7,""quality"":6,""similarity"":5}",,2025-08-27 08:36:58.774+00,199845
110,session_1756283618929_expressivity_none,v001_happy_match_scale_2.5,"{""emotion"":5,""quality"":4,""similarity"":1}",,2025-08-27 08:37:26.873+00,227944
111,session_1756283618929_expressivity_none,v002_excitement_opposite_scale_2.0,"{""emotion"":4,""quality"":5,""similarity"":2}",,2025-08-27 08:37:53.723+00,254794
112,session_1756283618929_expressivity_none,v002_furious_match_scale_1.0,"{""emotion"":7,""quality"":5,""similarity"":6}",,2025-08-27 08:38:38.589+00,299660
113,session_1756283618929_expressivity_none,v002_excitement_match_scale_1.0,"{""emotion"":2,""quality"":4,""similarity"":6}",,2025-08-27 08:39:05.305+00,326376
114,session_1756283618929_expressivity_none,v001_angry_match_scale_1.0,"{""emotion"":6,""quality"":4,""similarity"":6}",,2025-08-27 08:39:29.888+00,350959
115,session_1756283618929_expressivity_none,v001_sad_match_scale_3.0,"{""emotion"":6,""quality"":5,""similarity"":1}",,2025-08-27 08:39:52.638+00,373709
116,session_1756283618929_expressivity_none,v002_furious_neutral_scale_2.5,"{""emotion"":1,""quality"":4,""similarity"":2}",,2025-08-27 08:40:11.17+00,392241
117,session_1756283618929_expressivity_none,v002_toneup_neutral_scale_1.5,"{""emotion"":4,""quality"":5,""similarity"":5}",,2025-08-27 08:40:40.354+00,421425
118,session_1756283618929_expressivity_none,v002_whisper_opposite_scale_1.5,"{""emotion"":6,""quality"":5,""similarity"":5}",,2025-08-27 08:40:57.253+00,438324
119,session_1756283618929_expressivity_none,v002_surprise_neutral_scale_1.5,"{""emotion"":5,""quality"":6,""similarity"":5}",,2025-08-27 08:41:13.636+00,454707
120,session_1756283618929_expressivity_none,v001_tonedown_match_scale_2.5,"{""emotion"":1,""quality"":1,""similarity"":1}",,2025-08-27 08:41:31.169+00,472240
121,session_1756283618929_expressivity_none,v002_terrified_neutral_scale_2.0,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-27 08:41:53.819+00,494890
122,session_1756283618929_expressivity_none,v001_toneup_match_scale_3.0,"{""emotion"":5,""quality"":6,""similarity"":2}",,2025-08-27 08:42:15.767+00,516838
123,session_1756283618929_expressivity_none,v001_toneup_match_scale_1.0,"{""emotion"":6,""quality"":5,""similarity"":4}",,2025-08-27 08:42:49.101+00,550172
124,session_1756284196386_expressivity_0.6,v001_angry_neutral_scale_1.5,"{""emotion"":5,""quality"":5,""similarity"":3}",,2025-08-27 08:43:41.318+00,24932
125,session_1756284196386_expressivity_0.6,v001_whisper_neutral_scale_2.5,"{""emotion"":6,""quality"":6,""similarity"":5}",,2025-08-27 08:44:03.6+00,47214
126,session_1756284196386_expressivity_0.6,v001_happy_match_scale_2.0,"{""emotion"":5,""quality"":5,""similarity"":1}",,2025-08-27 08:44:25.167+00,68781
127,session_1756267623537_expressivity_none,v002_angry_match_scale_3.0,"{""emotion"":1,""quality"":1,""similarity"":7}",,2025-08-27 04:11:24.813+00,261276
128,session_1756267623537_expressivity_none,v002_excited_opposite_scale_2.5,"{""emotion"":1,""quality"":6,""similarity"":7}",,2025-08-27 04:12:14.815+00,311278
129,session_1756267623537_expressivity_none,v001_surprise_neutral_scale_2.0,"{""emotion"":1,""quality"":1,""similarity"":1}",,2025-08-27 09:30:11.415+00,19387878
130,session_1756267623537_expressivity_none,v002_sad_match_scale_3.0,"{""emotion"":1,""quality"":1,""similarity"":1}",,2025-08-27 09:30:53.869+00,19430332
131,session_1756287098296_expressivity_none,v001_excitement_match_scale_0.5,"{""emotion"":4,""quality"":1,""similarity"":2}",,2025-08-27 09:32:05.406+00,27110
132,session_1756287098296_expressivity_none,v001_excited_neutral_scale_1.0,"{""emotion"":6,""quality"":1,""similarity"":4}",,2025-08-27 09:32:25.071+00,46776
133,session_1756287098296_expressivity_none,v002_surprise_opposite_scale_2.5,"{""emotion"":1,""quality"":1,""similarity"":6}",,2025-08-27 09:32:45.423+00,67127
134,session_1756250845761_expressivity_0.6,v001_toneup_match_scale_2.0,"{""emotion"":7,""quality"":4,""similarity"":6}",레퍼런스 음성 퀄리티 문제,2025-08-26 23:27:54.558+00,28797
135,session_1756250845761_expressivity_0.6,v002_happy_neutral_scale_1.0,"{""emotion"":4,""quality"":4,""similarity"":7}",,2025-08-26 23:28:24.671+00,58910
136,session_1756250845761_expressivity_0.6,v002_whisper_neutral_scale_1.0,"{""emotion"":7,""quality"":1,""similarity"":4}","레퍼런스 오디오 마지막에 음성 품질
타겟 샘플 로봇음성되어버림",2025-08-26 23:29:16.327+00,110566
137,session_1756250845761_expressivity_0.6,v002_excitement_opposite_scale_2.0,"{""emotion"":5,""quality"":4,""similarity"":6}","스크립트가 감정이랑 너무 상반되어서 좀 어렵네요.
타겟 샘플 끊어읽는 것이 좀 부자연스러움. 음질의 퀄리티는 문제없음",2025-08-26 23:30:11.401+00,165640
138,session_1756250845761_expressivity_0.6,v001_excited_match_scale_1.5,"{""emotion"":3,""quality"":3,""similarity"":6}",타겟샘플 앞부분 음성 끊김,2025-08-26 23:30:34.765+00,189004
139,session_1756250845761_expressivity_0.6,v001_terrified_opposite_scale_2.0,"{""emotion"":5,""quality"":6,""similarity"":6}",,2025-08-26 23:30:55.625+00,209864
140,session_1756250845761_expressivity_0.6,v001_surprise_neutral_scale_1.5,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-26 23:31:14.003+00,228242
141,session_1756250845761_expressivity_0.6,v001_fear_neutral_scale_2.0,"{""emotion"":5,""quality"":1,""similarity"":4}","레퍼런스 음성 맨 끝에 음성 갈라짐
타겟샘플 문제 많음",2025-08-26 23:31:59.856+00,274095
142,session_1756250845761_expressivity_0.6,v001_excited_opposite_scale_2.0,"{""emotion"":6,""quality"":5,""similarity"":6}",타겟음성 중간에 음성 튕김,2025-08-26 23:32:30.04+00,304279
143,session_1756250845761_expressivity_0.6,v002_toneup_match_scale_2.0,"{""emotion"":3,""quality"":6,""similarity"":5}",오히려 레퍼런스보다 낮은 톤,2025-08-26 23:32:54.576+00,328815
144,session_1756250845761_expressivity_0.6,v001_fear_match_scale_2.0,"{""emotion"":4,""quality"":4,""similarity"":5}","레퍼런스 오디오 첫부분 음성 깨짐
타겟샘플 앞부분에 대본 씹음(?)",2025-08-26 23:33:38.051+00,372291
145,session_1756250845761_expressivity_0.6,v002_whisper_opposite_scale_1.0,"{""emotion"":7,""quality"":5,""similarity"":5}",레퍼런스 음성 목소리 갈라짐,2025-08-26 23:34:09.41+00,403649
146,session_1756250845761_expressivity_0.6,v001_excited_opposite_scale_3.0,"{""emotion"":7,""quality"":7,""similarity"":6}",,2025-08-26 23:43:21.36+00,955599
147,session_1756250845761_expressivity_0.6,v001_tonedown_opposite_scale_1.5,"{""emotion"":6,""quality"":5,""similarity"":7}","레퍼런스 오디오가 자동감정인가요..? 좋기는 한데 음성이 아~주 작게 시작했다가 점점 커지네요. 
타겟샘플: 전반적으로 음질이 안좋음, 다른 문제없음",2025-08-26 23:44:44.491+00,1038730
148,session_1756250845761_expressivity_0.6,v001_whisper_neutral_scale_1.5,"{""emotion"":7,""quality"":4,""similarity"":6}",타겟샘플: 아주 약간의 기계음,2025-08-26 23:45:12.222+00,1066461
149,session_1756282768716_expressivity_0.6,v001_whisper_neutral_scale_2.0,"{""emotion"":6,""quality"":2,""similarity"":5}",,2025-08-27 08:21:03.637+00,94921
150,session_1756282768716_expressivity_0.6,v001_angry_match_scale_2.0,"{""emotion"":6,""quality"":6,""similarity"":5}",,2025-08-27 08:21:37.237+00,128521
151,session_1756282768716_expressivity_0.6,v002_excited_match_scale_2.0,"{""emotion"":7,""quality"":7,""similarity"":5}",,2025-08-27 08:22:07.76+00,159044
152,session_1756282768716_expressivity_0.6,v001_excitement_opposite_scale_0.5,"{""emotion"":2,""quality"":6,""similarity"":1}","억양이 american, british 달라집니다 ",2025-08-27 08:23:27.851+00,239135
153,session_1756282768716_expressivity_0.6,v001_fear_match_scale_2.0,"{""emotion"":2,""quality"":5,""similarity"":5}",,2025-08-27 08:24:07.988+00,279272
154,session_1756282768716_expressivity_0.6,v001_excitement_neutral_scale_2.0,"{""emotion"":1,""quality"":5,""similarity"":2}",,2025-08-27 08:24:33.923+00,305207
155,session_1756282768716_expressivity_0.6,v001_excitement_opposite_scale_2.5,"{""emotion"":2,""quality"":6,""similarity"":4}",,2025-08-27 08:26:11.053+00,402338
156,session_1756282768716_expressivity_0.6,v001_fear_neutral_scale_1.5,"{""emotion"":2,""quality"":2,""similarity"":6}",,2025-08-27 08:26:37.358+00,428642
157,session_1756282768716_expressivity_0.6,v001_excitement_opposite_scale_1.0,"{""emotion"":1,""quality"":2,""similarity"":6}",,2025-08-27 08:26:57.85+00,449134
158,session_1756282768716_expressivity_0.6,v001_surprise_opposite_scale_2.5,"{""emotion"":3,""quality"":5,""similarity"":2}",,2025-08-27 08:27:57.474+00,508758
159,session_1756282768716_expressivity_0.6,v002_furious_neutral_scale_2.0,"{""emotion"":5,""quality"":6,""similarity"":3}",,2025-08-27 08:28:43.691+00,554975
160,session_1756282768716_expressivity_0.6,v001_excitement_match_scale_0.5,"{""emotion"":2,""quality"":3,""similarity"":3}",,2025-08-27 08:29:15.925+00,587209
161,session_1756282768716_expressivity_0.6,v002_surprise_neutral_scale_1.0,"{""emotion"":2,""quality"":6,""similarity"":3}",,2025-08-27 08:30:13.738+00,645022
162,session_1756282768716_expressivity_0.6,v001_surprise_neutral_scale_2.5,"{""emotion"":2,""quality"":4,""similarity"":4}",surprise 감정이 전반적으로 표현이 안되는 것 같은데요. 제가 surprise 감정에 대해 이해를 못하고 있는건가... 싶네요,2025-08-27 08:32:01.386+00,752670
163,session_1756282768716_expressivity_0.6,v002_terrified_neutral_scale_1.0,"{""emotion"":1,""quality"":5,""similarity"":4}",,2025-08-27 08:32:29.006+00,780290
164,session_1756282768716_expressivity_0.6,v002_excited_neutral_scale_0.5,"{""emotion"":5,""quality"":6,""similarity"":5}",,2025-08-27 08:33:01.244+00,812528
165,session_1756282768716_expressivity_0.6,v001_happy_match_scale_2.5,"{""emotion"":3,""quality"":3,""similarity"":6}",,2025-08-27 08:33:34.196+00,845480
166,session_1756282768716_expressivity_0.6,v001_excitement_neutral_scale_2.5,"{""emotion"":2,""quality"":5,""similarity"":2}",,2025-08-27 08:33:55.137+00,866421
167,session_1756282768716_expressivity_0.6,v001_angry_neutral_scale_0.5,"{""emotion"":4,""quality"":5,""similarity"":2}",,2025-08-27 08:34:23.502+00,894787
168,session_1756282768716_expressivity_0.6,v002_fear_match_scale_1.0,"{""emotion"":5,""quality"":5,""similarity"":6}",,2025-08-27 08:34:54.486+00,925770
169,session_1756282768716_expressivity_0.6,v002_happy_opposite_scale_3.0,"{""emotion"":1,""quality"":4,""similarity"":5}",,2025-08-27 08:35:26.416+00,957700
170,session_1756282768716_expressivity_0.6,v001_excited_opposite_scale_0.5,"{""emotion"":4,""quality"":6,""similarity"":6}",,2025-08-27 08:36:08.383+00,999667
171,session_1756282768716_expressivity_0.6,v001_terrified_match_scale_0.5,"{""emotion"":6,""quality"":7,""similarity"":2}",,2025-08-27 08:36:32.536+00,1023820
172,session_1756282768716_expressivity_0.6,v001_happy_match_scale_2.0,"{""emotion"":4,""quality"":3,""similarity"":1}",,2025-08-27 08:37:12.749+00,1064033
173,session_1756282768716_expressivity_0.6,v002_tonedown_opposite_scale_2.5,"{""emotion"":4,""quality"":2,""similarity"":3}",,2025-08-27 08:37:52.86+00,1104144
174,session_1756287251169_expressivity_0.6,v001_surprise_neutral_scale_1.0,"{""emotion"":5,""quality"":4,""similarity"":7}",,2025-08-27 09:35:42.64+00,91471
175,session_1756287251169_expressivity_0.6,v001_excited_match_scale_3.0,"{""emotion"":7,""quality"":5,""similarity"":7}",,2025-08-27 09:35:51.14+00,99971
176,session_1756287251169_expressivity_0.6,v001_excited_neutral_scale_3.0,"{""emotion"":7,""quality"":4,""similarity"":7}",,2025-08-27 09:36:00.429+00,109260
177,session_1756287251169_expressivity_0.6,v001_surprise_match_scale_1.5,"{""emotion"":7,""quality"":6,""similarity"":7}",,2025-08-27 09:36:05.762+00,114593
178,session_1756287251169_expressivity_0.6,v001_surprise_match_scale_2.0,"{""emotion"":6,""quality"":2,""similarity"":6}",,2025-08-27 09:36:20.382+00,129213
179,session_1756287251169_expressivity_0.6,v001_excited_neutral_scale_2.0,"{""emotion"":7,""quality"":6,""similarity"":7}",,2025-08-27 09:36:33.426+00,142257
180,session_1756287251169_expressivity_0.6,v001_terrified_match_scale_1.0,"{""emotion"":5,""quality"":2,""similarity"":1}",,2025-08-27 09:36:57.398+00,166229
181,session_1756287251169_expressivity_0.6,v002_happy_neutral_scale_2.0,"{""emotion"":3,""quality"":4,""similarity"":7}",,2025-08-27 09:37:16.531+00,185363
182,session_1756287251169_expressivity_0.6,v001_sad_neutral_scale_0.5,"{""emotion"":1,""quality"":3,""similarity"":7}",,2025-08-27 09:37:27.746+00,196577
183,session_1756287251169_expressivity_0.6,v002_fear_neutral_scale_3.0,"{""emotion"":1,""quality"":3,""similarity"":7}",,2025-08-27 09:37:49.852+00,218683
184,session_1756287251169_expressivity_0.6,v001_terrified_neutral_scale_1.5,"{""emotion"":5,""quality"":3,""similarity"":2}",,2025-08-27 09:38:08.318+00,237149
185,session_1756287251169_expressivity_0.6,v002_furious_match_scale_2.0,"{""emotion"":7,""quality"":3,""similarity"":6}",,2025-08-27 09:38:23.336+00,252167
186,session_1756287251169_expressivity_0.6,v001_whisper_neutral_scale_2.0,"{""emotion"":7,""quality"":1,""similarity"":1}",,2025-08-27 09:38:39.851+00,268682
187,session_1756287251169_expressivity_0.6,v001_excited_match_scale_1.5,"{""emotion"":1,""quality"":4,""similarity"":7}",,2025-08-27 09:39:01.791+00,290622
188,session_1756287251169_expressivity_0.6,v002_terrified_neutral_scale_1.0,"{""emotion"":4,""quality"":4,""similarity"":6}",,2025-08-27 09:39:29.456+00,318287
189,session_1756287251169_expressivity_0.6,v001_excitement_match_scale_0.5,"{""emotion"":4,""quality"":3,""similarity"":6}",,2025-08-27 09:39:52.124+00,340955
190,session_1756287251169_expressivity_0.6,v002_surprise_match_scale_2.0,"{""emotion"":5,""quality"":1,""similarity"":5}",,2025-08-27 09:40:07.089+00,355920
191,session_1756287251169_expressivity_0.6,v001_sad_match_scale_0.5,"{""emotion"":3,""quality"":3,""similarity"":6}",,2025-08-27 09:40:26.233+00,375064
192,session_1756287251169_expressivity_0.6,v001_sad_neutral_scale_3.0,"{""emotion"":6,""quality"":3,""similarity"":1}",,2025-08-27 09:40:40.235+00,389066
193,session_1756287251169_expressivity_0.6,v002_excitement_match_scale_0.5,"{""emotion"":4,""quality"":4,""similarity"":7}",,2025-08-27 09:40:53.918+00,402749
194,session_1756287251169_expressivity_0.6,v001_happy_match_scale_2.0,"{""emotion"":6,""quality"":1,""similarity"":2}",,2025-08-27 09:41:11.257+00,420088
195,session_1756287251169_expressivity_0.6,v001_happy_match_scale_1.0,"{""emotion"":6,""quality"":5,""similarity"":5}",,2025-08-27 09:41:27.638+00,436469
196,session_1756287251169_expressivity_0.6,v002_happy_opposite_scale_0.5,"{""emotion"":4,""quality"":3,""similarity"":7}",,2025-08-27 09:41:45.123+00,453954
197,session_1756287251169_expressivity_0.6,v001_happy_opposite_scale_2.5,"{""emotion"":1,""quality"":2,""similarity"":1}",,2025-08-27 09:41:58.061+00,466892
198,session_1756287251169_expressivity_0.6,v002_furious_neutral_scale_1.5,"{""emotion"":6,""quality"":4,""similarity"":7}",,2025-08-27 09:42:10.06+00,478891
199,session_1756353496876_expressivity_none,v002_excited_match_scale_1.5,"{""emotion"":4,""quality"":2,""similarity"":3}",,2025-08-28 03:58:29.847+00,12971
200,session_1756353496876_expressivity_none,v002_surprise_neutral_scale_3.0,"{""emotion"":1,""quality"":1,""similarity"":1}",,2025-08-28 03:58:42.143+00,25267
